site_id,code_national_ea,numero_ea,identification_ea_brute,commune,adresse_ou_nom_lieu,pays,longitude,latitude,x_l93,y_l93,periode,sous_periode,type_site,confiance,source,notes_parsing
PATRIARCHE-13299,13299,68 121 0001,3299 / 68 121 0001 / HAGENTHAL-LE-HAUT /  / PROBSTWALD (WESENBERG) / enceinte ? / Age du fer,HAGENTHAL-LE-HAUT,,FR,7.467587,47.521217,1036021.214904303,6722936.048584158,indéterminé,indéterminé,oppidum,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=PROBSTWALD (WESENBERG); chrono_brut=Age du fer; type_brut=enceinte ?; georef=ban_municipality;precision=centroïde
PATRIARCHE-13923,13923,68 122 0005,3923 / 68 122 0005 / HARTMANNSWILLER /  / HARTMANNSWILLERKOPF / enceinte / Age du fer,HARTMANNSWILLER,,FR,7.215368,47.861882,1015050.0271743041,6759687.760804226,indéterminé,indéterminé,oppidum,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=HARTMANNSWILLERKOPF; chrono_brut=Age du fer; type_brut=enceinte; georef=ban_municipality;precision=centroïde
PATRIARCHE-110142,110142,68 127 0007,10142 / 68 127 0007 / HEIDWILLER /  /  / tumulus / Age du bronze - Age du fer,HEIDWILLER,,FR,7.238284,47.658823,1017971.4735194097,6737250.780739917,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-11831,11831,68 130 0001,1831 / 68 130 0001 / HEITEREN /  / Krümmling / nécropole / Age du bronze - Age du fer,HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Krümmling; chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11005,11005,68 130 0009,1005 / 68 130 0009 / HEITEREN / ENTRE LA VOIE ROMAINE ET LA D 468 / WEBERS DAMM / nécropole / Age du fer ?,HEITEREN,ENTRE LA VOIE ROMAINE ET LA D 468,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=WEBERS DAMM; chrono_brut=Age du fer ?; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-12891,12891,68 130 0013,2891 / 68 130 0013 / HEITEREN /  / WEIHERLE / Age du bronze - Age du fer / fossé,HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=WEIHERLE; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-12892,12892,68 130 0014,2892 / 68 130 0014 / HEITEREN /  / SANDGRUBENZUG / Néolithique - Age du fer / fosse,HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=SANDGRUBENZUG; chrono_brut=Néolithique - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110833,110833,68 130 0018,10833 / 68 130 0018 / HEITEREN /  /  / Age du bronze - Age du fer / enclos,HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110838,110838,68 130 0024,"10838 / 68 130 0024 / HEITEREN /  / Sandgrubenzug / Age du bronze - Age du fer / enclos, bâtiment",HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Sandgrubenzug; chrono_brut=Age du bronze - Age du fer; type_brut=enclos, bâtiment; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110839,110839,68 130 0025,"10839 / 68 130 0025 / HEITEREN /  /  / Age du bronze - Age du fer / enclos, fosse",HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110840,110840,68 130 0026,10840 / 68 130 0026 / HEITEREN /  /  / Age du bronze - Age du fer / enclos,HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110842,110842,68 130 0028,"10842 / 68 130 0028 / HEITEREN /  /  / Age du bronze - Age du fer / enclos, enclos",HEITEREN,,FR,7.541150000000001,47.969627,1038684.4340916148,6772990.205295186,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, enclos; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-112586,112586,68 135 0008,"12586 / 68 135 0008 / HESINGUE /  / Kirchoelzle, Spielmann et Niederen Grut / occupation / Age du bronze - Age du fer",HESINGUE,,FR,7.524635,47.576778,1039953.8090552217,6729342.727037081,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"lieu_dit=Kirchoelzle, Spielmann et Niederen Grut; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=ban_municipality;precision=centroïde"
PATRIARCHE-13319,13319,68 143 0003,"3319 / 68 143 0003 / HOLTZWIHR / A L'EST DE LA COMMUNE /  / Age du bronze - Age du fer / fossé, fossé",PORTE DU RIED,A L'EST DE LA COMMUNE,FR,7.428206,48.112947,1029377.1945068018,6788413.195934611,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=fossé, fossé; georef=ban_municipality;precision=centroïde"
PATRIARCHE-15413,15413,68 144 0002,5413 / 68 144 0002 / HOMBOURG /  / Banzenmatt / tumulus / Age du bronze - Age du fer,HOMBOURG,,FR,7.507976999999999,47.758721,1037550.1962088174,6749452.221468092,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Banzenmatt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-15414,15414,68 144 0003,5414 / 68 144 0003 / HOMBOURG /  /  / tumulus / Age du bronze - Age du fer,HOMBOURG,,FR,7.507976999999999,47.758721,1037550.1962088174,6749452.221468092,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110809,110809,68 144 0010,"10809 / 68 144 0010 / HOMBOURG /  /  / Age du bronze - Age du fer / enclos, enclos",HOMBOURG,,FR,7.507976999999999,47.758721,1037550.1962088174,6749452.221468092,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, enclos; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110810,110810,68 144 0011,"10810 / 68 144 0011 / HOMBOURG /  /  / Age du bronze - Age du fer / enclos, fosse",HOMBOURG,,FR,7.507976999999999,47.758721,1037550.1962088174,6749452.221468092,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110813,110813,68 144 0014,"10813 / 68 144 0014 / HOMBOURG /  /  / Age du bronze - Age du fer / enclos, fosse",HOMBOURG,,FR,7.507976999999999,47.758721,1037550.1962088174,6749452.221468092,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-112670,112670,68 145 0079,12670 / 68 145 0079 / HORBOURG-WIHR /  / Moenhhurst / nécropole / Age du bronze - Age du fer,HORBOURG-WIHR,,FR,7.404640999999998,48.07628600000001,1027853.3557940684,6784247.399435181,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Moenhhurst; chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-113332,113332,68 145 0096,13332 / 68 145 0096 / HORBOURG-WIHR /  / Rue des Alisiers / Néolithique - Age du fer / fosse,HORBOURG-WIHR,,FR,7.404640999999998,48.07628600000001,1027853.3557940684,6784247.399435181,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Rue des Alisiers; chrono_brut=Néolithique - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17302,17302,68 146 0006,"7302 / 68 146 0006 / HOUSSEN /  / LOTISSEMENT ""LES JARDINS"" / Age du bronze - Age du fer / fossé, fosse, trou de poteau",HOUSSEN,,FR,7.373007,48.114997,1025263.0174082824,6788411.845154816,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=LOTISSEMENT ""LES JARDINS""; chrono_brut=Age du bronze - Age du fer; type_brut=fossé, fosse, trou de poteau; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-18811,18811,68 146 0011,8811 / 68 146 0011 / HOUSSEN / Base de loisirs / GRAVIERE / sépulture / habitat / Age du bronze - Age du fer,HOUSSEN,Base de loisirs,FR,7.373007,48.114997,1025263.0174082824,6788411.845154816,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=GRAVIERE; chrono_brut=Age du bronze - Age du fer; type_brut=sépulture; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110772,110772,68 146 0013,10772 / 68 146 0013 / HOUSSEN /  / Village / Age du bronze - Age du fer / 1 lot de céramique,HOUSSEN,,FR,7.373007,48.114997,1025263.0174082824,6788411.845154816,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Village; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17652,17652,68 152 0018,7652 / 68 152 0018 / ILLFURTH /  /  / occupation / Age du bronze - Age du fer,ILLFURTH,,FR,7.23,47.67,1017284.0833767088,6738457.444276382,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-17653,17653,68 152 0019,7653 / 68 152 0019 / ILLFURTH /  /  / Age du bronze - Age du fer / fossé,ILLFURTH,,FR,7.23,47.67,1017284.0833767088,6738457.444276382,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=golden_commune_mean;precision=commune
PATRIARCHE-112872,112872,68 152 0037,"12872 / 68 152 0037 / ILLFURTH /  / 12, rue des Vignerons / Age du bronze - Age du fer / silo",ILLFURTH,,FR,7.23,47.67,1017284.0833767088,6738457.444276382,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=12, rue des Vignerons; chrono_brut=Age du bronze - Age du fer; type_brut=silo; georef=golden_commune_mean;precision=commune"
PATRIARCHE-15338,15338,68 153 0003,5338 / 68 153 0003 / ILLHAEUSERN /  / NIEDERE EILACHE / habitat / Age du fer - Gallo-romain,ILLHAEUSERN,,FR,7.433537999999999,48.18392800000001,1029330.7043396442,6796311.346594919,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=NIEDERE EILACHE; chrono_brut=Age du fer - Gallo-romain; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-14352,14352,68 157 0005,4352 / 68 157 0005 / JEBSHEIM /  /  / tumulus / Age du bronze - Age du fer ?,JEBSHEIM,,FR,7.453599835363407,48.12731848421246,1031174.0,6790114.0,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer ?; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-13047,13047,68 157 0007,3047 / 68 157 0007 / JEBSHEIM /  / Bois de Jebsheim / nécropole ? / Age du bronze - Age du fer,JEBSHEIM,,FR,7.453599835363407,48.12731848421246,1031174.0,6790114.0,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Bois de Jebsheim; chrono_brut=Age du bronze - Age du fer; type_brut=nécropole ?; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-16555,16555,68 157 0008,6555 / 68 157 0008 / JEBSHEIM /  / Oberhomen / nécropole / Age du bronze - Age du fer,JEBSHEIM,,FR,7.453599835363407,48.12731848421246,1031174.0,6790114.0,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Oberhomen; chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11764,11764,68 160 0001,1764 / 68 160 0001 / KAPPELEN /  / MUHRRAIN / sépulture / Age du bronze - Age du fer,KAPPELEN,,FR,7.435833048867436,47.618436666873514,1033029.0,6733585.0,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=MUHRRAIN; chrono_brut=Age du bronze - Age du fer; type_brut=sépulture; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-14412,14412,68 163 0007,4412 / 68 163 0007 / KEMBS /  / HARTWALD / tumulus / Age du bronze - Age du fer,Kembs,,FR,7.5,47.69,1037388.4253427291,6741795.359745318,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=HARTWALD; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=golden_commune_mean;precision=commune
PATRIARCHE-16036,16036,68 166 0012,6036 / 68 166 0012 / KINGERSHEIM /  / KLOTZENANWAENDER / Age du bronze - Age du fer / aménagement indéterminé,KINGERSHEIM,,FR,7.325047,47.788855,1023683.3823211498,6752029.160784433,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=KLOTZENANWAENDER; chrono_brut=Age du bronze - Age du fer; georef=ban_municipality;precision=centroïde
PATRIARCHE-17725,17725,68 166 0016,7725 / 68 166 0016 / KINGERSHEIM /  / ZAC DES DAHLIAS / habitat / Age du bronze - Age du fer,KINGERSHEIM,,FR,7.325047,47.788855,1023683.3823211498,6752029.160784433,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=ZAC DES DAHLIAS; chrono_brut=Age du bronze - Age du fer; type_brut=habitat; georef=ban_municipality;precision=centroïde
PATRIARCHE-17352,17352,68 172 0015,7352 / 68 172 0015 / KUNHEIM / LOTISSEMENT LES TILLEULS / RUCHGELAEND / nécropole / Age du bronze - Age du fer,Biesheim,LOTISSEMENT LES TILLEULS,FR,7.538819584587472,48.062675686412206,1037916.8041431794,6783303.010914374,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=RUCHGELAEND; chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111079,111079,68 174 0017,11079 / 68 174 0017 / LANDSER /  / A l'ouest du village / Age du fer ? / inhumation,LANDSER,,FR,7.389760999999999,47.684550000000016,1029165.5017776786,6740725.527385532,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=A l'ouest du village; chrono_brut=Age du fer ?; type_brut=inhumation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-113349,113349,68 180 0008,13349 / 68 180 0008 / LEIMBACH /  / RD 331 / occupation / Age du bronze - Age du fer,LEIMBACH,,FR,7.10254,47.791917,1007028.8449488706,6751480.252872651,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=RD 331; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=ban_municipality;precision=centroïde
PATRIARCHE-111032,111032,68 184 0006,11032 / 68 184 0006 / LIEBSDORF /  / Bühl / Age du bronze - Age du fer ? / butte,LIEBSDORF,,FR,7.230728,47.477397,1018484.5347380702,6717093.7599943625,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Bühl; chrono_brut=Age du bronze - Age du fer ?; georef=ban_municipality;precision=centroïde
PATRIARCHE-16531,16531,68 189 0007,6531 / 68 189 0007 / LOGELHEIM /  /  / Age du bronze - Age du fer / fosse,LOGELHEIM,,FR,7.410431,48.021209,1028625.5579143132,6778160.535529498,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=ban_municipality;precision=centroïde
PATRIARCHE-19888,19888,68 191 0004,9888 / 68 191 0004 / LUEMSCHWILLER /  /  / tumulus / Age du bronze - Age du fer,LUEMSCHWILLER,,FR,7.286256,47.655558,1021586.6723148557,6737082.842231641,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15348,15348,68 195 0007,5348 / 68 195 0007 / LUTTERBACH / BOIS DE LUTTERBACH / ALTE GOBEN / tumulus / Age du bronze - Age du fer,LUTTERBACH,BOIS DE LUTTERBACH,FR,7.277703,47.759291,1020321.5396056963,6748556.195444188,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=ALTE GOBEN; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15373,15373,68 203 0009,5373 / 68 203 0009 / MERXHEIM /  /  / Age du bronze - Age du fer / fossé,MERXHEIM,,FR,7.291727,47.907944,1020473.3671384722,6765105.768962666,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111341,111341,68 203 0023,11341 / 68 203 0023 / MERXHEIM / Lotissement Nieder-Breyl /  / Néolithique - Age du fer / silo,MERXHEIM,Lotissement Nieder-Breyl,FR,7.291727,47.907944,1020473.3671384722,6765105.768962666,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Néolithique - Age du fer; type_brut=silo; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-1835,1835,68 204 0001,835 / 68 204 0001 / METZERAL /  / RAINKOPF / Age du bronze - Age du fer / mobiliers divers : une pointe de flèche en silex gris clair opaque,METZERAL,,FR,7.067259,48.011582,1003134.1263072438,6775719.469732411,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=RAINKOPF; chrono_brut=Age du bronze - Age du fer; georef=ban_municipality;precision=centroïde
PATRIARCHE-14694,14694,68 205 0007,4694 / 68 205 0007 / MEYENHEIM / LINGOT DE FER / OBERES HARTH / dépôt / Age du fer - Gallo-romain,MEYENHEIM,LINGOT DE FER,FR,7.358394,47.913735,1025411.03239483,6766020.932857126,indéterminé,indéterminé,dépôt,faible,Patriarche_EA_ageFer_20250806,lieu_dit=OBERES HARTH; chrono_brut=Age du fer - Gallo-romain; type_brut=dépôt; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17925,17925,68 215 0002,7925 / 68 215 0002 / MONTREUX-VIEUX /  /  / tumulus / Age du bronze - Age du fer,MONTREUX-VIEUX,,FR,7.022343,47.618338,1002014.2075777149,6731911.33590242,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-18089,18089,68 218 0006,"8089 / 68 218 0006 / MORSCHWILLER-LE-BAS / / / Age du bronze - Age du fer / enclos,  fosse,  fosse",MORSCHWILLER-LE-BAS,,FR,7.284552682402222,47.728581165087256,1021019.0,6745177.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Age du bronze - Age du fer; type_brut=enclos,  fosse,  fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-18090,18090,68 218 0007,"8090 / 68 218 0007 / MORSCHWILLER-LE-BAS / / / Age du bronze - Age du fer / enclos,  enclos",MORSCHWILLER-LE-BAS,,FR,7.284552682402222,47.728581165087256,1021019.0,6745177.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Age du bronze - Age du fer; type_brut=enclos,  enclos; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-19893,19893,68 218 0008,"9893 / 68 218 0008 / MORSCHWILLER-LE-BAS / Rocade ouest de Mulhouse /  / Age du bronze - Age du fer / fosse, silo",MORSCHWILLER-LE-BAS,Rocade ouest de Mulhouse,FR,7.284552682402222,47.728581165087256,1021019.0,6745177.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=fosse, silo; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-19987,19987,68 224 0078,9987 / 68 224 0078 / MULHOUSE /  / Illberg / Age du bronze - Age du fer / enclos,Mulhouse,,FR,7.35,47.76,1025725.4900455729,6748930.608395904,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Illberg; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=golden_commune_mean;precision=commune
PATRIARCHE-111156,111156,68 224 0107,11156 / 68 224 0107 / MULHOUSE / Geisbühl /  / Age du bronze - Age du fer ? / butte,Mulhouse,Geisbühl,FR,7.35,47.76,1025725.4900455729,6748930.608395904,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer ?; georef=golden_commune_mean;precision=commune
PATRIARCHE-111157,111157,68 224 0108,11157 / 68 224 0108 / MULHOUSE /  / Tannhubel / Age du bronze - Age du fer ? / butte,Mulhouse,,FR,7.35,47.76,1025725.4900455729,6748930.608395904,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Tannhubel; chrono_brut=Age du bronze - Age du fer ?; georef=golden_commune_mean;precision=commune
PATRIARCHE-111158,111158,68 224 0109,11158 / 68 224 0109 / MULHOUSE /  / Lüssacker / Age du bronze - Age du fer ? / butte,Mulhouse,,FR,7.35,47.76,1025725.4900455729,6748930.608395904,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Lüssacker; chrono_brut=Age du bronze - Age du fer ?; georef=golden_commune_mean;precision=commune
PATRIARCHE-112246,112246,68 224 0117,12246 / 68 224 0117 / MULHOUSE /  / Rues Hochstatt/Violettes / Néolithique - Age du fer / fosse,Mulhouse,,FR,7.35,47.76,1025725.4900455729,6748930.608395904,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Rues Hochstatt/Violettes; chrono_brut=Néolithique - Age du fer; type_brut=fosse; georef=golden_commune_mean;precision=commune
PATRIARCHE-18077,18077,68 225 0005,8077 / 68 225 0005 / MUNCHHOUSE /  /  / tumulus / Age du bronze - Age du fer,MUNCHHOUSE,,FR,7.425384999999999,47.85993700000003,1030742.4290097542,6760330.779536706,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18078,18078,68 225 0006,8078 / 68 225 0006 / MUNCHHOUSE /  /  / tumulus / Age du bronze - Age du fer,MUNCHHOUSE,,FR,7.425384999999999,47.85993700000003,1030742.4290097542,6760330.779536706,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18079,18079,68 225 0007,8079 / 68 225 0007 / MUNCHHOUSE /  /  / tumulus / Age du bronze - Age du fer,MUNCHHOUSE,,FR,7.425384999999999,47.85993700000003,1030742.4290097542,6760330.779536706,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18080,18080,68 225 0008,8080 / 68 225 0008 / MUNCHHOUSE /  /  / nécropole / Age du bronze - Age du fer,MUNCHHOUSE,,FR,7.425384999999999,47.85993700000003,1030742.4290097542,6760330.779536706,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18084,18084,68 225 0012,8084 / 68 225 0012 / MUNCHHOUSE /  /  / occupation / Néolithique - Age du fer,MUNCHHOUSE,,FR,7.425384999999999,47.85993700000003,1030742.4290097542,6760330.779536706,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-15387,15387,68 228 0004,5387 / 68 228 0004 / MUNWILLER /  / LOHFELD / Age du bronze - Age du fer / enclos,MUNWILLER,,FR,7.345934,47.93033,1024380.2337121719,6767810.848141953,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=LOHFELD; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-15389,15389,68 228 0006,5389 / 68 228 0006 / MUNWILLER /  /  / Age du bronze - Age du fer / enclos,MUNWILLER,,FR,7.345934,47.93033,1024380.2337121719,6767810.848141953,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-15390,15390,68 228 0007,5390 / 68 228 0007 / MUNWILLER /  /  / Age du bronze - Age du fer / fossé,MUNWILLER,,FR,7.345934,47.93033,1024380.2337121719,6767810.848141953,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=ban_municipality;precision=centroïde
PATRIARCHE-12910,12910,68 230 0008,2910 / 68 230 0008 / NAMBSHEIM / AU NORD EST DE LA COMMUNE / à proximité de Uebers Damm / enclos funéraire / Age du bronze - Age du fer,NAMBSHEIM,AU NORD EST DE LA COMMUNE,FR,7.561439,47.934265,1040422.7954916096,6769154.593912338,indéterminé,indéterminé,nécropole,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=à proximité de Uebers Damm; chrono_brut=Age du bronze - Age du fer; type_brut=enclos funéraire; georef=ban_municipality;precision=centroïde
PATRIARCHE-14275,14275,68 230 0009,"4275 / 68 230 0009 / NAMBSHEIM /  / KUEHNEWEIDEN / Néolithique - Age du fer / fossé, fosse",NAMBSHEIM,,FR,7.561439,47.934265,1040422.7954916096,6769154.593912338,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"lieu_dit=KUEHNEWEIDEN; chrono_brut=Néolithique - Age du fer; type_brut=fossé, fosse; georef=ban_municipality;precision=centroïde"
