site_id,code_national_ea,numero_ea,identification_ea_brute,commune,adresse_ou_nom_lieu,pays,longitude,latitude,x_l93,y_l93,periode,sous_periode,type_site,confiance,source,notes_parsing
PATRIARCHE-110029,110029,68 007 0026,10029 / 68 007 0026 / ANDOLSHEIM /  / Bennenlachen / enclos funéraire / Age du bronze - Age du fer,ANDOLSHEIM,,FR,7.417677,48.061288,1028915.857859531,6782637.529464501,indéterminé,indéterminé,nécropole,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Bennenlachen; chrono_brut=Age du bronze - Age du fer; type_brut=enclos funéraire; georef=ban_municipality;precision=centroïde
PATRIARCHE-1998,1998,68 008 0005,998 / 68 008 0005 / APPENWIHR / FORET DU KASTENWALD /  / nécropole / Age du bronze - Age du fer,APPENWIHR,FORET DU KASTENWALD,FR,7.461203491158851,48.03119528214908,1032342.0,6779481.0,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110425,110425,68 008 0015,"10425 / 68 008 0015 / APPENWIHR /  / Zwoelf Jucharten / Age du bronze - Age du fer / enclos, fosse",APPENWIHR,,FR,7.461203491158851,48.03119528214908,1032342.0,6779481.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Zwoelf Jucharten; chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-110443,110443,68 008 0017,"10443 / 68 008 0017 / APPENWIHR /  / Ober Biehl / Age du bronze - Age du fer ? / fossé, fosse",APPENWIHR,,FR,7.461203491158851,48.03119528214908,1032342.0,6779481.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Ober Biehl; chrono_brut=Age du bronze - Age du fer ?; type_brut=fossé, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-13016,13016,68 009 0013,3016 / 68 009 0013 / ARTZENHEIM / DANS LA FORET DE BALTZENHEIM / / tumulus / Age du bronze - Age du fer,ARTZENHEIM,DANS LA FORET DE BALTZENHEIM,FR,7.547946999999997,48.11589200000001,1038255.165053466,6789246.15524039,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=/ tumulus; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110411,110411,68 009 0015,10411 / 68 009 0015 / ARTZENHEIM /  / Elsenheimerfeld / tumulus / Age du bronze - Age du fer,ARTZENHEIM,,FR,7.547946999999997,48.11589200000001,1038255.165053466,6789246.15524039,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Elsenheimerfeld; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-15074,15074,68 011 0008,5074 / 68 011 0008 / ASPACH-LE-BAS / / OCHSENFELD / Age du bronze - Age du fer / fossé,ASPACH-LE-BAS,,FR,7.149005999999999,47.760815,1010684.6087733716,6748211.0576298805,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Age du bronze - Age du fer; type_brut=fossé; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17954,17954,68 011 0015,7954 / 68 011 0015 / ASPACH-LE-BAS / MOENCHENLEIMEN / Pfingstwasen / Age du bronze - Age du fer / enclos,ASPACH-LE-BAS,MOENCHENLEIMEN,FR,7.149005999999999,47.760815,1010684.6087733716,6748211.0576298805,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Pfingstwasen; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-14733,14733,68 012 0007,4733 / 68 012 0007 / ASPACH-LE-HAUT / GROSSBODEN II / GROSSBODEN / Age du bronze - Age du fer / enclos,ASPACH-MICHELBACH,GROSSBODEN II,FR,7.128953,47.77765,1009086.6150857469,6750000.275534288,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=GROSSBODEN; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-111355,111355,68 012 0027,11355 / 68 012 0027 / ASPACH-LE-HAUT /  / Grossboden / enclos funéraire / Age du bronze - Age du fer,ASPACH-MICHELBACH,,FR,7.128953,47.77765,1009086.6150857469,6750000.275534288,indéterminé,indéterminé,nécropole,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Grossboden; chrono_brut=Age du bronze - Age du fer; type_brut=enclos funéraire; georef=ban_municipality;precision=centroïde
PATRIARCHE-111356,111356,68 012 0028,11356 / 68 012 0028 / ASPACH-LE-HAUT /  / Grossboden / Age du bronze - Age du fer / enclos,ASPACH-MICHELBACH,,FR,7.128953,47.77765,1009086.6150857469,6750000.275534288,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Grossboden; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-111357,111357,68 012 0029,11357 / 68 012 0029 / ASPACH-LE-HAUT /  / Elzenmatten / occupation / Age du bronze - Age du fer,ASPACH-MICHELBACH,,FR,7.128953,47.77765,1009086.6150857469,6750000.275534288,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Elzenmatten; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=ban_municipality;precision=centroïde
PATRIARCHE-111361,111361,68 012 0032,11361 / 68 012 0032 / ASPACH-LE-HAUT /  / Breitenmatten / Age du bronze - Age du fer / enclos,ASPACH-MICHELBACH,,FR,7.128953,47.77765,1009086.6150857469,6750000.275534288,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Breitenmatten; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-15449,15449,68 015 0002,5449 / 68 015 0002 / BALDERSHEIM / MAISON FORESTIERE SALZECKE /  / nécropole / tumulus / Age du bronze - Age du fer,BALDERSHEIM,MAISON FORESTIERE SALZECKE,FR,7.382216,47.800943,1027883.0048743933,6753606.067054415,indéterminé,indéterminé,nécropole,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=nécropole; georef=ban_municipality;precision=centroïde
PATRIARCHE-15450,15450,68 015 0004,5450 / 68 015 0004 / BALDERSHEIM /  / Hardt / tumulus / Age du bronze - Age du fer,BALDERSHEIM,,FR,7.382216,47.800943,1027883.0048743933,6753606.067054415,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15451,15451,68 015 0005,5451 / 68 015 0005 / BALDERSHEIM /  / Hardtwald / tumulus / nécropole / Age du bronze - Age du fer,BALDERSHEIM,,FR,7.382216,47.800943,1027883.0048743933,6753606.067054415,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Hardtwald; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15975,15975,68 015 0009,5975 / 68 015 0009 / BALDERSHEIM / QUALTERBACH / MEERBODEN BEIM STEIG / Age du bronze - Age du fer / fosse,BALDERSHEIM,QUALTERBACH,FR,7.382216,47.800943,1027883.0048743933,6753606.067054415,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=MEERBODEN BEIM STEIG; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=ban_municipality;precision=centroïde
PATRIARCHE-12915,12915,68 016 0001,2915 / 68 016 0001 / BALGAU / LEY HUBEL / LEYEN ZUG / tumulus / Age du bronze - Age du fer,BALGAU,LEY HUBEL,FR,7.538972,47.92792,1038788.4274649266,6768354.097197948,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=LEYEN ZUG; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-12913,12913,68 016 0003,2913 / 68 016 0003 / BALGAU / PA O1 / Auf der Strasse / Age du bronze - Age du fer / fossé,BALGAU,PA O1,FR,7.538972,47.92792,1038788.4274649266,6768354.097197948,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Auf der Strasse; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=ban_municipality;precision=centroïde
PATRIARCHE-15200,15200,68 016 0004,5200 / 68 016 0004 / BALGAU / PA 03 / Unter Rheinfeld / Age du bronze - Age du fer / fossé,BALGAU,PA 03,FR,7.538972,47.92792,1038788.4274649266,6768354.097197948,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Unter Rheinfeld; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=ban_municipality;precision=centroïde
PATRIARCHE-15201,15201,68 016 0005,5201 / 68 016 0005 / BALGAU / PA 04 / Unter Rheinfeld / Age du bronze - Age du fer / fossé,BALGAU,PA 04,FR,7.538972,47.92792,1038788.4274649266,6768354.097197948,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Unter Rheinfeld; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=ban_municipality;precision=centroïde
PATRIARCHE-15202,15202,68 016 0006,5202 / 68 016 0006 / BALGAU / PA 05 / Lange Zug / Age du bronze - Age du fer / fossé,BALGAU,PA 05,FR,7.538972,47.92792,1038788.4274649266,6768354.097197948,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Lange Zug; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=ban_municipality;precision=centroïde
PATRIARCHE-110744,110744,68 016 0010,10744 / 68 016 0010 / BALGAU / PA. 07 / Sud de Ley Hübel / Age du bronze - Age du fer / enclos,BALGAU,PA. 07,FR,7.538972,47.92792,1038788.4274649266,6768354.097197948,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Sud de Ley Hübel; chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-111045,111045,68 017 0003,11045 / 68 017 0003 / BALLERSDORF / Forêt communale / Kirchlager / tumulus / Age du bronze - Age du fer,BALLERSDORF,Forêt communale,FR,7.160268,47.623575,1012330.1240219616,6733028.918421347,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Kirchlager; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15444,15444,68 020 0011,5444 / 68 020 0011 / BANTZENHEIM /  / FORET DE LA HARDT / tumulus / Age du bronze - Age du fer,BANTZENHEIM,,FR,7.51341,47.822164,1037553.8717015025,6756512.986554991,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=FORET DE LA HARDT; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15445,15445,68 020 0012,5445 / 68 020 0012 / BANTZENHEIM /  / FORET DE LA HARDT / tumulus / Age du bronze - Age du fer,BANTZENHEIM,,FR,7.51341,47.822164,1037553.8717015025,6756512.986554991,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=FORET DE LA HARDT; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15446,15446,68 020 0013,5446 / 68 020 0013 / BANTZENHEIM /  / FORET DE LA HARDT / tumulus / Age du bronze - Age du fer,BANTZENHEIM,,FR,7.51341,47.822164,1037553.8717015025,6756512.986554991,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=FORET DE LA HARDT; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-18049,18049,68 020 0015,8049 / 68 020 0015 / BANTZENHEIM /  / Forêt de la Hardt / tumulus / Age du bronze - Age du fer,BANTZENHEIM,,FR,7.51341,47.822164,1037553.8717015025,6756512.986554991,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Forêt de la Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-18051,18051,68 020 0017,8051 / 68 020 0017 / BANTZENHEIM /  / Forêt de la Hardt / tumulus / Age du bronze - Age du fer,BANTZENHEIM,,FR,7.51341,47.822164,1037553.8717015025,6756512.986554991,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Forêt de la Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-17975,17975,68 021 0007,7975 / 68 021 0007 / BARTENHEIM /  /  / tumulus / Age du bronze - Age du fer,BARTENHEIM,,FR,7.493037,47.635827,1037209.2186696476,6735756.726388283,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15404,15404,68 022 0005,5404 / 68 022 0005 / BATTENHEIM /  / A proximité de l'écluse 44 / tumulus / Age du bronze - Age du fer,BATTENHEIM,,FR,7.3817,47.82033,1027724.9662158338,6755754.6883900575,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=A proximité de l'écluse 44; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15405,15405,68 022 0006,"5405 / 68 022 0006 / BATTENHEIM / En bordure de la D 20bis, à l'ouest du canal / Hardt / tumulus / Age du bronze - Age du fer",BATTENHEIM,"En bordure de la D 20bis, à l'ouest du canal",FR,7.3817,47.82033,1027724.9662158338,6755754.6883900575,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-15411,15411,68 022 0012,5411 / 68 022 0012 / BATTENHEIM /  /  / Age du bronze - Age du fer / enclos,BATTENHEIM,,FR,7.3817,47.82033,1027724.9662158338,6755754.6883900575,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-18054,18054,68 022 0013,8054 / 68 022 0013 / BATTENHEIM /  / Forêt de la Hardt / tumulus / Age du bronze - Age du fer,BATTENHEIM,,FR,7.3817,47.82033,1027724.9662158338,6755754.6883900575,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Forêt de la Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-18055,18055,68 022 0014,8055 / 68 022 0014 / BATTENHEIM /  / Forêt de la Hardt / tumulus ? / Age du bronze - Age du fer,BATTENHEIM,,FR,7.3817,47.82033,1027724.9662158338,6755754.6883900575,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Forêt de la Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus ?; georef=ban_municipality;precision=centroïde
PATRIARCHE-18057,18057,68 022 0016,8057 / 68 022 0016 / BATTENHEIM /  / Forêt de la Hardt / tumulus / Age du bronze - Age du fer,BATTENHEIM,,FR,7.3817,47.82033,1027724.9662158338,6755754.6883900575,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Forêt de la Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-14214,14214,68 023 0008,4214 / 68 023 0008 / BEBLENHEIM / / SANS PRECISION / Age du bronze - Age du fer / mobiliers divers,BEBLENHEIM,,FR,7.332684,48.15901,1021998.5793284307,6793130.40572793,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Age du bronze - Age du fer; type_brut=mobiliers divers; georef=ban_municipality;precision=centroïde
PATRIARCHE-17902,17902,68 024 0004,7902 / 68 024 0004 / BELLEMAGNY /  /  / habitat groupé / Age du bronze - Age du fer,BELLEMAGNY,,FR,7.065299,47.687657,1004840.3673867199,6739767.639040725,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=habitat groupé; georef=ban_municipality;precision=centroïde
PATRIARCHE-111028,111028,68 027 0009,"11028 / 68 027 0009 / BERENTZWILLER /  / Büchelacker, Buckelmatt, Bühl / Age du bronze - Age du fer ? / butte",BERENTZWILLER,,FR,7.384021,47.585654,1029345.2327715233,6729731.311246472,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,"lieu_dit=Büchelacker, Buckelmatt, Bühl; chrono_brut=Age du bronze - Age du fer ?; georef=ban_municipality;precision=centroïde"
PATRIARCHE-13137,13137,68 031 0003,3137 / 68 031 0003 / BERNWILLER / VOIE ROMAINE / HERRENWEG / voie / Age du fer - Gallo-romain,BERNWILLER,VOIE ROMAINE,FR,7.183035,47.693688,1013625.2914746345,6740897.860111099,indéterminé,indéterminé,voie,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=HERRENWEG; chrono_brut=Age du fer - Gallo-romain; type_brut=voie; georef=ban_municipality;precision=centroïde
PATRIARCHE-19970,19970,68 035 0005,9970 / 68 035 0005 / BIEDERTHAL /  /  / Age du bronze - Age du fer / mobiliers divers,BIEDERTHAL,,FR,7.446665,47.470683,1034765.2445789172,6717242.241185734,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; georef=ban_municipality;precision=centroïde
PATRIARCHE-13079,13079,68 036 0009,3079 / 68 036 0009 / BIESHEIM / VOIE ROMAINE EN BORDURE DU RHIN /  / voie / Age du fer - Gallo-romain,Biesheim,VOIE ROMAINE EN BORDURE DU RHIN,FR,7.538819584587472,48.062675686412206,1037916.8041431794,6783303.010914374,indéterminé,indéterminé,voie,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer - Gallo-romain; type_brut=voie; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-12618,12618,68 036 0014,"2618 / 68 036 0014 / BIESHEIM / / / Age du bronze - Age du fer / fossé,  fosse",Biesheim,,FR,7.538819584587472,48.062675686412206,1037916.8041431794,6783303.010914374,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Age du bronze - Age du fer; type_brut=fossé,  fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-13316,13316,68 036 0029,3316 / 68 036 0029 / BIESHEIM / A L'OUEST DU CANAL DE NEUF-BRISACH (NORD) /  / Age du bronze - Age du fer / fossé,Biesheim,A L'OUEST DU CANAL DE NEUF-BRISACH (NORD),FR,7.538819584587472,48.062675686412206,1037916.8041431794,6783303.010914374,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-19957,19957,68 036 0030,9957 / 68 036 0030 / BIESHEIM /  /  / occupation / Age du bronze - Age du fer,Biesheim,,FR,7.538819584587472,48.062675686412206,1037916.8041431794,6783303.010914374,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-113324,113324,68 036 0039,13324 / 68 036 0039 / BIESHEIM /  / Zug Zwischen der Landstrasse und dem Dietweg / Age du bronze - Age du fer / silo,Biesheim,,FR,7.538819584587472,48.062675686412206,1037916.8041431794,6783303.010914374,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Zug Zwischen der Landstrasse und dem Dietweg; chrono_brut=Age du bronze - Age du fer; type_brut=silo; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-110020,110020,68 039 0003,10020 / 68 039 0003 / BISEL /  / SAALENACKER / Age du fer / fosse,BISEL,,FR,7.220199,47.53525,1017349.3479484692,6723469.15885779,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=SAALENACKER; chrono_brut=Age du fer; type_brut=fosse; georef=ban_municipality;precision=centroïde
PATRIARCHE-16357,16357,68 041 0007,"6357 / 68 041 0007 / BLODELSHEIM /  /  / Age du bronze - Age du fer / enclos, fosse",BLODELSHEIM,,FR,7.53336489,47.88594913,1038637.9728439028,6763674.113331492,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-16358,16358,68 041 0008,"6358 / 68 041 0008 / BLODELSHEIM /  /  / Age du bronze - Age du fer / enclos, fosse",BLODELSHEIM,,FR,7.53336489,47.88594913,1038637.9728439028,6763674.113331492,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-17990,17990,68 042 0011,7990 / 68 042 0011 / BLOTZHEIM /  / Hardt / tumulus / Age du bronze - Age du fer,BLOTZHEIM,,FR,7.496345,47.602205,1037669.8063128584,6732041.577896431,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Hardt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17994,17994,68 042 0015,7994 / 68 042 0015 / BLOTZHEIM /  /  / Age du bronze - Age du fer / outils lithiques (haches),BLOTZHEIM,,FR,7.496345,47.602205,1037669.8063128584,6732041.577896431,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-19872,19872,68 043 0006,9872 / 68 043 0006 / BOLLWILLER /  /  / tumulus / Age du bronze - Age du fer,BOLLWILLER,,FR,7.259493,47.858617,1018364.2382405695,6759502.479209173,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-113244,113244,68 056 0015,13244 / 68 056 0015 / BRUNSTATT-DIDENHEIM /  /  / tumulus / Age du bronze - Age du fer,BRUNSTATT-DIDENHEIM,,FR,7.290935000000001,47.72622499999999,1021510.941559643,6744941.572715552,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-1761,1761,68 059 0001,761 / 68 059 0001 / BURNHAUPT-LE-BAS / SUR LE TRACE DE L'AUTOROUTE A36 / MUHLENWALD / Age du fer - Gallo-romain / bâtiment,BURNHAUPT-LE-BAS,SUR LE TRACE DE L'AUTOROUTE A36,FR,7.160919,47.717845,1011827.3084618347,6743490.441001049,indéterminé,indéterminé,indéterminé,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=MUHLENWALD; chrono_brut=Age du fer - Gallo-romain; georef=ban_municipality;precision=centroïde
PATRIARCHE-13851,13851,68 059 0009,3851 / 68 059 0009 / BURNHAUPT-LE-BAS /  / BUCHWALD / tumulus / Age du bronze - Age du fer,BURNHAUPT-LE-BAS,,FR,7.160919,47.717845,1011827.3084618347,6743490.441001049,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=BUCHWALD; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-13134,13134,68 060 0004,3134 / 68 060 0004 / BURNHAUPT-LE-HAUT / PRES DU LIEU DIT / PONT D'ASPACH / tumulus / Age du fer,BURNHAUPT-LE-HAUT,PRES DU LIEU DIT,FR,7.137517,47.736969,1009963.8439918368,6745520.127389052,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=PONT D'ASPACH; chrono_brut=Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-13857,13857,68 060 0009,3857 / 68 060 0009 / BURNHAUPT-LE-HAUT /  / AUF DIE ALTE STRASSE / chemin / Age du fer - Gallo-romain,BURNHAUPT-LE-HAUT,,FR,7.137517,47.736969,1009963.8439918368,6745520.127389052,indéterminé,indéterminé,voie,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=AUF DIE ALTE STRASSE; chrono_brut=Age du fer - Gallo-romain; type_brut=chemin; georef=ban_municipality;precision=centroïde
PATRIARCHE-17122,17122,68 063 0028,"7122 / 68 063 0028 / CERNAY /  /  / Age du bronze - Age du fer / enclos, fossé",CERNAY,,FR,7.170948000000001,47.80342000000001,1012076.209524762,6753024.758776609,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"chrono_brut=Age du bronze - Age du fer; type_brut=enclos, fossé; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-11684,11684,68 066 0008,1684 / 68 066 0008 / COLMAR /  / Herten Grassmatt / tumulus / nécropole / Age du bronze - Age du fer,Colmar,,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Herten Grassmatt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=golden_commune_mean;precision=commune
PATRIARCHE-13957,13957,68 066 0046,3957 / 68 066 0046 / COLMAR / Cimetière /  / occupation / Age du fer - Gallo-romain,Colmar,Cimetière,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer - Gallo-romain; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-13963,13963,68 066 0053,3963 / 68 066 0053 / COLMAR / Riedwihr II / Herten Grassmatt / tumulus / Age du bronze - Age du fer,Colmar,Riedwihr II,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Herten Grassmatt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=golden_commune_mean;precision=commune
PATRIARCHE-13964,13964,68 066 0054,3964 / 68 066 0054 / COLMAR / Riedwihr III / Herten Grassmatt / tumulus / Age du bronze - Age du fer,Colmar,Riedwihr III,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Herten Grassmatt; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=golden_commune_mean;precision=commune
PATRIARCHE-18238,18238,68 066 0231,8238 / 68 066 0231 / COLMAR /  / Rohrmuehl / occupation / Age du fer - Gallo-romain,Colmar,,FR,7.36,48.08,1024511.18194288,6784475.086969068,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Rohrmuehl; chrono_brut=Age du fer - Gallo-romain; type_brut=occupation; georef=golden_commune_mean;precision=commune
