Département,Site,Lieu dit,X(L93),Y(L93),Année fouille,N° structure,N° individu,Type de silo,Nord-Ouest/Sud-Est,Nord-Est/Sud-Ouest,Nord/Sud,Est/Ouest,Indéterminée,Remarque,Tête au Nord,Tête au Nord-Est,Tête au Nord-Ouest,Tête au Sud,Tête au Sud-Est,Tête au Sud-Ouest,Tête à l'Est,Tête à l'Ouest,Tête indéterminé,Fond,Sur le premier dôme,Sommet,Indéterminée.1,Homme,Femme,Indéterminé,Périnatal (1-6 mois),Enfant (6 mois-9 ans),Adolescent (10-19 ans),Adulte jeune (20-30 ans),Adulte mature (30-59 ans),Adulte âgé (plus de 59 ans),Indéterminé.1,Précision âge,Arthrose,Tassement vetébral,Ostéoporose,Usure dentaire importante,Atteintes dentaires,Pertes dentaires,Agénésie dentaire,Parodontose,Enthésopathie,Facettes d'accroupissement,Processus de Stieda,Pathologies articulaires et périarticulaires,Scoliose,Asymétrie des os longs,Lésions traumatiques,Lésions infectieuses,Hypoplasies dentaires (stress biologique pendant l'enfance),Cribra orbitalia (stress biologique),Ostéochondrite disséquante,Spina bifida occulta,Vertèbres lombaires avec ostéophytes,Aucune,Pas de données,Remarque.1,sur le dos,sur le côté,sur le ventre,Assis,Indéterminée.2,Membres inférieurs fléchis,Membres supérieurs fléchis,Position du squelette,Espace vide,Espace colmaté,Enveloppe textile souple,Indéterminé.2,Remarques,Réinterventions,Présence de parure,Absence de parure,Bracelet,Anneau de chevile,Fibule,Bague,Torque,Agrafe de ceinture,boucle d'oreille,Dépôt de faune,Datation absolue,num datation (code labo),âge radiocarbone,14C (2 sigma),Datation relative,biblio,notes_datation,x_l93,y_l93,has_coords,coord_flag,pays,commune,nom_site,type_site,periode_key,sous_periode,datation_debut,datation_fin,periode,longitude,latitude,lieu_dit_norm,commune_norm,agg_key,site_id_resolved
67,Obernai,Schulbach,1031733,6826673,2011,10,X,Tronconique,1,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,20-49 ans,1,1,,,1,,1,1,1,,,,,,1,,,,,,,,,"Double fracture de la deuxième côte droite et une fracture simple, au moins, de la première côte droite, au niveau des sillons sub-clavier. Ce traumatisme est dû à un choc très violent. Fracture avec reconsolidation de la diaphyse ulnaire gauche, localisée au niveau du tiers distal (lésion de défense)",1,,,,,1,,Membre inférieur droit fléchi,1,,,,,,,1,,,,,,,,,1,Poz-45609,2415 ± 35,749-398 avant J.-C.,Ha C-LT A2,"FERRIER (A.) dir. — Obernai, Bas-Rhin, Schulbach, Nouvel Hôpital : indices d’occupations du Néolithique moyen et récent, de l’âge du Bronze moyen et de la fin du premier âge du Fer : rapport de fouille. Sélestat : Pôle d’Archéologie Interdépartemental Rhénan, 2013. 352 p.",,1031733.0,6826673.0,True,,FR,Obernai,Obernai - Schulbach,nécropole,TRANSITION,Ha D3 / LT A,-500.0,-400.0,Transition,7.489021133323181,48.45543967628055,schulbach,obernai,obernai|schulbach|1031750|6826650,SITE-b9d4878e8bb52162
67,Rosheim,Leimen,1029548,6831251,2005,46,X,Tronconique,1,,,,,,,,,,1,,,,,1,,,,,,1,,1,,,,,,3-4 ans,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,Ha C-LT A2,"LEFRANC (P.) dir. — Rosheim (Bas-Rhin) « Leimen » : Occupations du Néolithique récent, du début du Bronze moyen et du premier âge du Fer : rapport de fouille. Dijon : INRAP GES, 2006. 195 p.",,1029548.0,6831251.0,True,,FR,Rosheim,Rosheim - Leimen,nécropole,TRANSITION,Ha D3 / LT A,-500.0,-400.0,Transition,7.46301444840577,48.497671225385425,leimen,rosheim,rosheim|leimen|1029550|6831250,SITE-82d26971fc07baf8
67,Rosheim,Leimen,1029548,6831251,2005,134,X,Tronconique,,,1,,,,,,,1,,,,,,,1,,,,1,,,,,1,,,,20-30 ans,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,1,,,,,,,,1,1,,,730-396 avant J.-C.,Ha C-LT A2,"LEFRANC (P.) dir. — Rosheim (Bas-Rhin) « Leimen » : Occupations du Néolithique récent, du début du Bronze moyen et du premier âge du Fer : rapport de fouille. Dijon : INRAP GES, 2006. 195 p.",,1029548.0,6831251.0,True,,FR,Rosheim,Rosheim - Leimen,nécropole,TRANSITION,Ha D3 / LT A,-500.0,-400.0,Transition,7.46301444840577,48.497671225385425,leimen,rosheim,rosheim|leimen|1029550|6831250,SITE-82d26971fc07baf8
67,Rosheim,Rosenmeer,1031826,6831961,1999,3,X,Tronconique,,1,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,Ha D3/LT A1,"VIGNAUD (A.) dir. — Rosheim, Parc d’activité du Rosenmeer, secteur « Laser-Alsace »(Bas-Rhin) : rapport d’évaluation archéologique. Nancy : Afan GE, 1999. 46 p.",,1031826.0,6831961.0,True,,FR,Rosheim,Rosheim - Rosenmeer,nécropole,TRANSITION,Ha D3 / LT A,-500.0,-400.0,Transition,7.494345372806096,48.502886349741416,rosenmeer,rosheim,rosheim|rosenmeer|1031850|6831950,SITE-172c1155ea10831f
67,Souffelweyersheim,Les Sept Arpents,1048849,6847232,2005,25,X,Tronconique,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,"Membre supérieur gauche aligné le long du corps, avant bras droit et membres inférieurs fléchis",,1,,,,,,1,,,,,,,,,,,,,LT A-B,"LEFRANC (P.) dir. — Souffelweyersheim « Les Sept Arpents » (Bas-Rhin) ; habitat de La Tène ancienne et occupation du XVIIe siècle : document final de synthèse de fouille d’archéologie préventive. Dijon : Inrap GES, 2005. 111 p.",,1048849.0,6847232.0,True,,FR,Souffelweyersheim,Souffelweyersheim - Les Sept Arpents,nécropole,LA_TENE,LT A,-450.0,-380.0,La Tène,7.736764499487638,48.63107546314596,les sept arpents,souffelweyersheim,souffelweyersheim|les sept arpents|1048850|6847250,SITE-c479ebc0c7dc05ee
67,Strasbourg,Rue des Comtes,1047430,6842081,2000,101,1,Tronconique,,,1,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,,1,ARC-2026,2195 ± 50,390-165 avant J.-C.,LTB1-LTC1,"HENIGFELD (Y.) dir. — Strasbourg-Koenigshoffen (Bas-Rhin), rue des Comtes : rapport d’évaluation archéologique. Strasbourg : AFAN, 2000.",,1047430.0,6842081.0,True,,FR,Strasbourg,Strasbourg - Rue des Comtes,nécropole,LA_TENE,LT B1,-380.0,-200.0,La Tène,7.713372860711789,48.585587809004224,rue des comtes,strasbourg,strasbourg|rue des comtes|1047450|6842100,SITE-5a1958257426cc33
67,Strasbourg,Rue des Comtes,1047430,6842081,2000,101,2,Tronconique,1,,,,,,,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,"1 des trois squelette a été daté, lequel ?",,,LTB1-LTC1,"HENIGFELD (Y.) dir. — Strasbourg-Koenigshoffen (Bas-Rhin), rue des Comtes : rapport d’évaluation archéologique. Strasbourg : AFAN, 2000.",,1047430.0,6842081.0,True,,FR,Strasbourg,Strasbourg - Rue des Comtes,nécropole,LA_TENE,LT B1,-380.0,-200.0,La Tène,7.713372860711789,48.585587809004224,rue des comtes,strasbourg,strasbourg|rue des comtes|1047450|6842100,SITE-5a1958257426cc33
67,Strasbourg,Rue des Comtes,1047430,6842081,2000,101,3,Tronconique,1,,,,,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,1,,,,,,1,,,,,,,,,1,"1 des trois squelette a été daté, lequel ?",,,LTB1-LTC1,"HENIGFELD (Y.) dir. — Strasbourg-Koenigshoffen (Bas-Rhin), rue des Comtes : rapport d’évaluation archéologique. Strasbourg : AFAN, 2000.",,1047430.0,6842081.0,True,,FR,Strasbourg,Strasbourg - Rue des Comtes,nécropole,LA_TENE,LT B1,-380.0,-200.0,La Tène,7.713372860711789,48.585587809004224,rue des comtes,strasbourg,strasbourg|rue des comtes|1047450|6842100,SITE-5a1958257426cc33
68,Ensisheim,"Reguisheimer Feld, ZAID, Tranche 3",1026143,6761946,2018,8200,1,Cylindrique,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,,20-29,,,,,,,,,,,,,,,,,,,,,,,,patho traumatique bassin???,,,1,,,1,1,"sur le ventre, les membres flechis, les bras sous lui, les inf en appui contre les bords de la fosse",1,1,,,mixte : partie colmatées d'autres non : silo resté ouvert?,,,1,,,,,,,,,1,je ne trouve pas ces infos dans le rapport,2780  ± 30 BP,1004-844 avant J.C.,Bz fin IIb-IIIb,"Roth-Zehner et al 2023 : ENSISHEIM, Haut-Rhin
Reguisheimer Feld, ZAID,
Tranche 3
Six millénaires d’occupations
du Mésolithique au Premier Moyen Âge, rapport final d'opération préventive",,1026143.0,6761946.0,True,,FR,Ensisheim,"Ensisheim - Reguisheimer Feld, ZAID, Tranche 3",nécropole,INDETERMINE,,,,indéterminé,7.365163599541498,47.876754119537125,reguisheimer feld zaid tranche 3,ensisheim,ensisheim|reguisheimer feld zaid tranche 3|1026150|6761950,SITE-5a2bc618f6078537
68,Wettolsheim,Ricoh,1021938,6781004,1987,201,X,Tronconique,,,1,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,18-25 ans,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,,1,,,,,1,,1,,1,,,,,1,1,,,732-176 avant J.-C.,LT A,,,1021938.0,6781004.0,True,,FR,Wettolsheim,Wettolsheim - Ricoh,nécropole,LA_TENE,LT A,-450.0,-380.0,La Tène,7.322946501889153,48.05008429352413,ricoh,wettolsheim,wettolsheim|ricoh|1021950|6781000,SITE-96b7f1e9c6a1ae63
67,Wolfisheim,Westermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epoque historique ?,,Clous en fer,,,False,,FR,Wolfisheim,Wolfisheim - Westermatt,nécropole,INDETERMINE,,,,indéterminé,,,westermatt,wolfisheim,wolfisheim|westermatt|noc|noc,SITE-fbfbf8a2633e4f19
68,Colmar,Route de Rouffach ,,,1954,A,X,Bouteille,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,,,1,?,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,?,?,,,,,1,,,,1,,,,,,,,,,,,,Néolithique récent ?,,Silo en sac,,,False,,FR,Colmar,Colmar - Route de Rouffach,nécropole,INDETERMINE,,,,indéterminé,,,route de rouffach,colmar,colmar|route de rouffach|noc|noc,SITE-c2b14d98fa1456f0
68,Didenheim,Kahlberg (diag),,,2009,2,1,Bouteille,,,,1,,a priori dans une fosse creusée dans cbl du silo ST2-sondage14,,,,,,,,1,,,,,1,,,1,,,1,,,,,14-15 ans,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,déposé sur le côté droit les membres hyper flechis portés sur la droite,1,,,,pas de photos ni dessin,,,1,,,,,,,,,,,,non datée - présence de nombreux silos du Hallstatt,,"rapport de diag : Boisseau F., Colecchia-Latron A., Wiethold J., Didenheim ""Kahlberg"" (Haut-Rhin), raport de diagnostic, Inrap, 2009",,,,False,,FR,Didenheim,Didenheim - Kahlberg (diag),nécropole,INDETERMINE,,,,indéterminé,,,kahlberg diag,didenheim,didenheim|kahlberg diag|noc|noc,SITE-9fd5583b58895949
68,Gundolsheim,"Muhlmatt
A REMPLIR",,,1959,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Ha C,,,,,False,,FR,Gundolsheim,Gundolsheim - Muhlmatt A REMPLIR,nécropole,HALLSTATT,Ha C,-800.0,-620.0,Hallstatt,,,muhlmatt a remplir,gundolsheim,gundolsheim|muhlmatt a remplir|noc|noc,SITE-a5108550768226cd
67,Marckolsheim,Schlettstadterfeld,,,2015,995,1,fosse,,,1,,,,,,,1,,,,,,,1,,,,,1,,,1,,,,,10/15 ans,,,,,,,,,,,,,,,,,,,,,,,1,"Dépôt de 2 chiens au fond de la fosse, 50cm sous l'enfant",,1,,,,1,1,"sur le côté droit, les membres inf fléchis et les memebres sup fléchis mains en face de lui",,,,1,ATTENTION : CETTE FOSSE N'EST DATEE QU PAR CONTEXTE : BZ,,,1,,,,,,,,,,,,,BZ FIN???ATTENTION : CETTE FOSSE N'EST DATEE QU PAR CONTEXTE : BZ,,,,,False,,FR,Marckolsheim,Marckolsheim - Schlettstadterfeld,nécropole,INDETERMINE,,,,indéterminé,,,schlettstadterfeld,marckolsheim,marckolsheim|schlettstadterfeld|noc|noc,SITE-3a0400e340298544
67,Duntzenheim,LGV inrap,,,2013,,,"3 sepdont une double  dans un lobe de fosse d'extraction, Hallstatt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,FR,Duntzenheim,Duntzenheim - LGV inrap,nécropole,INDETERMINE,,,,indéterminé,,,lgv inrap,duntzenheim,duntzenheim|lgv inrap|noc|noc,SITE-d766f6b88cf805b0
67,Duntzenheim,"Ebenheit, LGV stock Nord 2-1",,,2010,1010,X,fond de fosse, , ,1, , , ,1, , , , , , , , ,1, , , ,1, , , , , , , ,1, , ,1, , ,1,1, , , ,1, , , , , ,1, ,1, , , ,1, , ,Usure dentaire moyenne à importante,1, , , , , , ,"Sur le dos, mains ramenées sur le bassin",1, , , ,Cercueil, , ,1, , , , , , , , ,X,Poz-39892,2475 ± 30 BP,766-416 avant J.-C.,,"MICHLER (M.) dir.  — Duntzenheim, Bas-Rhin, LGV EE, Zone de stockage Nord 2, secteur 1 ; Occupations néolithique et du premier âge du Fer : rapport d’opération, fouille archéologique. Dijon : Inrap GES, 2014. 284 p.","Le corps semble déposé dans une fosse quadrangulaire (=tombe ""classique"") creusée dans le comblement d'une fosse polylobée",,,False,,FR,Duntzenheim,"Duntzenheim - Ebenheit, LGV stock Nord 2-1",nécropole,INDETERMINE,,,,indéterminé,,,ebenheit lgv stock nord 2 1,duntzenheim,duntzenheim|ebenheit lgv stock nord 2 1|noc|noc,SITE-9f4f12a5aae22212
67,Duntzenheim,"Ebenheit, LGV stock Nord 2-1",,,2010,1017A,A,fond de fosse, , ,1, , , , , , ,1, , , , , ,1, , , , ,1, , , , ,1, , , ,"""jeune femme""", , , , , , , , , , , , , , ,1, , , , , , , , , ,1, , , , ,1,1,"Sur le dos, jambes basculées à droite, bras droit remonté sur la poitrine, devant la tête", ,1,?, , , ,1, ,7, , , , , ,2, , , , , ,Ha D1,"MICHLER (M.) dir.  — Duntzenheim, Bas-Rhin, LGV EE, Zone de stockage Nord 2, secteur 1 ; Occupations néolithique et du premier âge du Fer : rapport d’opération, fouille archéologique. Dijon : Inrap GES, 2014. 284 p.","Le corps est déposé dans le fond d'un lobe de fosse polylobée, certainement en association avec l'individu B",,,False,,FR,Duntzenheim,"Duntzenheim - Ebenheit, LGV stock Nord 2-1",nécropole,HALLSTATT,Ha D1,-620.0,-540.0,Hallstatt,,,ebenheit lgv stock nord 2 1,duntzenheim,duntzenheim|ebenheit lgv stock nord 2 1|noc|noc,SITE-9f4f12a5aae22212
67,Duntzenheim,"Ebenheit, LGV stock Nord 2-1",,,2010,1017A,B,fond de fosse, , ,1, , , , , , ,1, , , , , ,1, , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , ,1,1,Sur le côté droit, , , ,1, , , ,1, , , , , , , , , , , , ,idem 1017A-B,"MICHLER (M.) dir.  — Duntzenheim, Bas-Rhin, LGV EE, Zone de stockage Nord 2, secteur 1 ; Occupations néolithique et du premier âge du Fer : rapport d’opération, fouille archéologique. Dijon : Inrap GES, 2014. 284 p.","Le corps est déposé dans le fond d'un lobe de fosse polylobée, certainement en association avec l'individu A",,,False,,FR,Duntzenheim,"Duntzenheim - Ebenheit, LGV stock Nord 2-1",nécropole,INDETERMINE,,,,indéterminé,,,ebenheit lgv stock nord 2 1,duntzenheim,duntzenheim|ebenheit lgv stock nord 2 1|noc|noc,SITE-9f4f12a5aae22212
67,Duntzenheim,"Ebenheit, LGV stock Nord 2-1",,,2010,1018,X,fond de fosse, ,1, , , , , , , , , ,1, , , ,1, , , , ,1, , , , , , ,1, , ,1, , ,1,1, , , ,1, , , , , ,1, , , , , , , , , , ,1, , , ,1,1,Sur le côté gauche, ,1,?, , , ,1, ,1, , ,1, , ,2, , , , , ,Ha D1,"MICHLER (M.) dir.  — Duntzenheim, Bas-Rhin, LGV EE, Zone de stockage Nord 2, secteur 1 ; Occupations néolithique et du premier âge du Fer : rapport d’opération, fouille archéologique. Dijon : Inrap GES, 2014. 284 p.",,,,False,,FR,Duntzenheim,"Duntzenheim - Ebenheit, LGV stock Nord 2-1",nécropole,HALLSTATT,Ha D1,-620.0,-540.0,Hallstatt,,,ebenheit lgv stock nord 2 1,duntzenheim,duntzenheim|ebenheit lgv stock nord 2 1|noc|noc,SITE-9f4f12a5aae22212
67,Schnersheim,ZA Behlenheimerweg,,,2011,"sd 51, st 68",X,Fossé,1, , , , , , , , , ,1, , , , ,1, , , ,1, , , , , ,x,x,x, ,plus de 20 ans, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, , , ,Cercueil, , ,1, , , , , , , , ,X,Ly-16215,2365 ± 30 BP,538-384 avant J.-C.,,"BOISSEAU (F.) dir. — Schnersheim, Bas-Rhin, Behlenheimerweg, ZA : un habitat du Hallstatt et un fossé d’époque indéterminée : rapport de diagnostic. Dijon : INRAP GES, 2011. 71 p.",corps déposé dans l'extrémité d'un fossé,,,False,,FR,Schnersheim,Schnersheim - ZA Behlenheimerweg,nécropole,INDETERMINE,,,,indéterminé,,,za behlenheimerweg,schnersheim,schnersheim|za behlenheimerweg|noc|noc,SITE-5a0669571943372f
67,Schnersheim,ZA Behlenheimerweg,,,2011,152,X,fond de fosse, , , ,1, , , , , , , , ,1, , ,1, , , ,1, , , , , ,x,x, , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , ,1, , , , , , , ,1, ,X,Poz-49682,2520 ± 30 BP,695-540 avant J.-C.,Ha D1-D2,"JODRY (F.) dir. — Schnersheim, ZA Behlenheimerweg : une fosse mésolithique, deux fentes néolithiques, une implantation agricole du Hallstatt C-D : une occupation discontinue au coeur du Kochersberg : rapport de fouille. Dijon : Inrap GES, 2015. 317 p.",fosse quadrangulaire taillée dans le comblement d'une fosse polylobée.,,,False,,FR,Schnersheim,Schnersheim - ZA Behlenheimerweg,nécropole,HALLSTATT,Ha D1,-620.0,-500.0,Hallstatt,,,za behlenheimerweg,schnersheim,schnersheim|za behlenheimerweg|noc|noc,SITE-5a0669571943372f
