site_id,id_proto,commune,lieu_dit,type_site,type_site_canon,periode,sous_periode,datation_1_brut,datation_2_brut,longitude,latitude,x_l93,y_l93,statut_fouille,confiance,source,bibliographie,structures_resume,remarques,ea,oa
PROTO-ALS-231,231,Gerstheim,Lotissement Bancalis,habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C-D,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,"Châtelet 2003, Hardt P. 2015",fosse à galets chauffés,"10 fosses à galets chauffés, 1,2h fouillés",,671540017
PROTO-ALS-233,233,Gerstheim,Lotissement Oberfeld,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.694275,48.37848,1047391.775185505,6819015.698468924,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Thomas 2015,fosse,-,,6358
PROTO-ALS-234,234,Gingsheim,"LGV Est-Européenne, 2e phase ?Steinbrunnen, Aschenbuckel",habitat,HABITAT,,,Bronze final,Bze D,7.587274,48.710373,1037340.1722460678,6855383.16510573,fouille,LOW,BdD_Proto_Alsace_xlsx,"Michler, 2011","Fosse, fosse de combustion",-,,5250
PROTO-ALS-236,236,Furdenheim,Gruen/complexe judo-basket,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2-B1,7.564058,48.617119,1036233.7340500074,6844933.905752265,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin 2015,crémation,6 fosses,,6099
PROTO-ALS-237,237,Furdenheim,Gruen/complexe judo-basket,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.564058,48.617119,1036233.7340500074,6844933.905752265,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin 2015,Fosse,6 fosses,,6099
PROTO-ALS-239,239,Furdenheim,"Maison de la santé et du citoyen, Rue du Stade",habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.563396,48.617384,1036183.3172439942,6844960.498474641,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Cony 2017,"fosse, fosse polylobée",3 st.,,16954
PROTO-ALS-242,242,Geispolsheim,Schlossgarten,habitat,HABITAT,HALLSTATT,,Bronze final,Ha B1,7.6396408000000005,48.512731,1042477.0165491512,6833673.901984403,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Goepfert 2012,"fosse, fosse polylobée, fosse-silo",18 st.,,671520045
PROTO-ALS-243,243,Geispolsheim,Sablière Rietsch,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.682549,48.53469,1045495.9353772369,6836297.614955775,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,"Beck 1980, Roscio 2018",crémation,-,,-
PROTO-ALS-244,244,Haguenau,Fischereck,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.84954,48.858109,1055594.9516778977,6872931.08288469,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Roscio 2018,-,nan,,-
PROTO-ALS-247,247,Haguenau,Kürzgeland,funéraire,NECROPOLE,,,Bronze final,Bze D,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,Schaeffer 1926,inhumation,"Tum 5, Tum 21, Tum 23",,-
PROTO-ALS-248,248,Hessenheim,Lot. Route de Sélestat,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2,7.546874,48.207538,1037589.293628207,6799409.659511877,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Fleischer F. 2014,"Fosse, puits",-,,5367
PROTO-ALS-249,249,Hessenheim,Lot. Route de Sélestat,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.546874,48.207538,1037589.293628207,6799409.659511877,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Fleischer F. 2014,"Fosse, puits, trou de poteau",Un bâtiment à 8 trous de poteau,,5367
PROTO-ALS-252,252,Goxwiller,ZAC PAEI,habitat,HABITAT,HALLSTATT,,Bronze final,Ha B1,7.4975495,48.431225,1032515.781210908,6824021.605733899,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Goepfert 2013,"fosse, fosse polylobée",7 st.,,671640008
PROTO-ALS-254,254,Haguenau,Dachshoebel-Birklach,funéraire,NECROPOLE,,,Bronze final,Bze D,7.816195946,48.83730988,1053294.000019262,6870472.999451247,fouille,LOW,BdD_Proto_Alsace_xlsx,Schaeffer 1926,crémation,tum19,,-
PROTO-ALS-255,255,Haguenau,Beckenmatt,funéraire,NECROPOLE,,,Bronze final,Bze D,7.90027,48.830658,1059499.3063909817,6870114.225758256,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Roscio 2018,crémation,"T25-5, T13-2, T4-2, 1 inci et 2 sep indet",,-
PROTO-ALS-259,259,Haguenau,Donauberg,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.972803012,48.83674155,1064771.0000096136,6871121.999478763,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Roscio 2018,inhumation,"T55-1, 1 sep indet",,671800009
PROTO-ALS-262,262,Erstein,Grassweg PAE,habitat,HABITAT,,,Bronze final,Bze D2,7.636515,48.426524,1042808.9015900929,6824094.187497633,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Croutsch, 2008",Fosse; puits,-,,4779
PROTO-ALS-264,264,Erstein,Grassweg PAE,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2-B1,7.636515,48.426524,1042808.9015900929,6824094.187497633,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Croutsch, 2008",crémation,-,,4779
PROTO-ALS-265,265,Erstein,Grassweg PAE,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.636515,48.426524,1042808.9015900929,6824094.187497633,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Croutsch, 2008","Fosse, puits",-,,4779
PROTO-ALS-270,270,Ernolsheim s/Bruche,COS 2-7,habitat,HABITAT,HALLSTATT,,Bronze final,Ha B1,7.573247,48.576444,1037171.6746984331,6840458.807521319,fouille,LOW,BdD_Proto_Alsace_xlsx,"Cony, à paraitre",fosse,1 st,,16940
PROTO-ALS-271,271,Ernolsheim s/Bruche,COS 2-7,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.573247,48.576444,1037171.6746984331,6840458.807521319,fouille,LOW,BdD_Proto_Alsace_xlsx,"Cony, à paraitre",fosse-cellier,1 st,,16940
PROTO-ALS-272,272,Entzheim-Geispolsheim,Aéroparc-Lidl,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.659303,48.542934,1043728.7099956009,6837111.004611943,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Landolt M. et al. 2008,"Fosse, dépôt, fosse-silo, trou de poteau, fosse à galets chauffés",57 st.,,4752
PROTO-ALS-274,274,Erstein,Gravière nord,mobilier,DEPOT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.668536,48.432165,1045136.6303390905,6824859.615746882,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,"Lambach, Schnitzler CAAAH 1987 fig.2","point mobilier, habitat",épée type rixheim,,67130039
PROTO-ALS-275,275,Entzheim-Geispolsheim,Aéroparc-Lidl,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.659303,48.542934,1043728.7099956009,6837111.004611943,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Landolt M. et al. 2008,crémation,57 st.,,4752
PROTO-ALS-276,276,Fegersheim,Ohnheim/Lotissement Gentil Home Est II,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha B1,7.698575,48.48831,1046983.6043500061,6831221.260905926,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Roscio M., 2006, Treffort J.-M, Boës E., 2001",crémation,-,,671370024
PROTO-ALS-282,282,Furdenheim,Gruen/complexe judo-basket,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.564058,48.617119,1036233.7340500074,6844933.905752265,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin 2015,Fosse,1 fosse,,6099
PROTO-ALS-283,283,Furdenheim,Gruen/complexe judo-basket,habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C/D,7.564058,48.617119,1036233.7340500074,6844933.905752265,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin 2015,Fosse,1 fosse,,6099
PROTO-ALS-286,286,Erstein,Grasweg-PAPE,habitat,HABITAT,,,Bronze final,Bze D2,7.639509,48.432045,1042993.9764345614,6824719.820089791,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Croutsch 2016,"Fosse, puits, fosse polylobée","4 fosses, 2 puits",,5964
PROTO-ALS-288,288,Erstein,Grasweg-PAPE,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2-B1,7.639509,48.432045,1042993.9764345614,6824719.820089791,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Croutsch 2016,inhumation,"49 fosses, 3 puits",,5964
PROTO-ALS-289,289,Erstein,Grasweg-PAPE,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.639509,48.432045,1042993.9764345614,6824719.820089791,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Croutsch 2016,"Fosse, puits , fosse polylobée, fosse atelier","49 fosses, 3 puits",,5964
PROTO-ALS-293,293,"Dingsheim, Griesheim-sur-Souffel, Pfulgriesheim, Stutzheim-Offenheim, Truchtersheim-Pfettisheim","Contournement ouest de Strasbourg, Tronçon 4 : A355",habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.641618,48.642583,1041774.7318444515,6848092.995799182,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Croutsch 2017,"fosse, fosse polylobée",3 st.,,16640
PROTO-ALS-296,296,"Dingsheim, Stutzheim-Offenheim",Cos 4-1,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,Habsaque-Sudour à paraitre,"fosse, fosse polylobée",19 st.,,16898
PROTO-ALS-297,297,"Dingsheim, Stutzheim-Offenheim",Cos 4-1,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,Habsaque-Sudour à paraitre,inhumation,1 sep en fosse,,16898
PROTO-ALS-302,302,Brumath,Les Tilleuls,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D- Ha A1,7.708745,48.730715,1046127.6958234529,6858166.609716608,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Thévenin 1978, Roscio 2018",crémation,-,,-
PROTO-ALS-306,306,"Dingsheim, Griesheim-sur-Souffel, Pfulgriesheim, Stutzheim-Offenheim, Truchtersheim-Pfettisheim","Contournement ouest de Strasbourg, Tronçon 4 : A355",habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C/D,7.641618,48.642583,1041774.7318444515,6848092.995799182,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Croutsch 2017,fosse,2 st.,,16640
PROTO-ALS-308,308,Eckwersheim,"Burgweg links, Kuemmling, Spiessmatt",habitat,HABITAT,,,Bronze final,Bze D,7.690618,48.691932,1045052.7888679784,6853782.982784371,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Châtelet 2018,"fosse, fond de cabane",-,,5301
PROTO-ALS-309,309,Eckwersheim,Burgwegrechts ? LGV EE,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A2,7.691786592,48.69127343,1045143.0000118058,6853715.000047648,fouille,LOW,BdD_Proto_Alsace_xlsx,"Féliu C. à paraître, Boisseau et al. 2009, Féliu 2014",-,"Tumuli, 4 ha fouillés",,671190010
PROTO-ALS-310,310,Eckwersheim,Lotissement auf die Niedermatten,habitat,HABITAT,,,Bronze final,Bze D,7.7011,48.67997,1045902.0899585809,6852501.278257999,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Croutsch 2019,fosse,-,,17136
PROTO-ALS-311,311,Eckwersheim,"Burgweg links, Kuemmling, Spiessmatt",habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2/B1,7.690618,48.691932,1045052.7888679784,6853782.982784371,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Châtelet 2018,fosse,-,,5301
PROTO-ALS-315,315,"Eckwersheim, Geudertheim, Vendenheim","Contournement Ouest de Strasbourg, Tronçon 6 : A355",habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.726356,48.694133,1047663.9926813485,6854184.013088191,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Steiner 2017,"Fosse, trou de poteau",-,,16643
PROTO-ALS-318,318,"Duttlenheim, Duppigheim, Innenheim",Fuchsgewann/Oberfeld. Raccordement A35-A352,habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C-D,7.5947776,48.523,1039102.7898999269,6834619.862413509,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Lefranc 2007 (raccordement de la voie rapide du Piémont des Vosges à l'autoroute A352),"fosse, vase de stockage",6 fosses,,671080006
PROTO-ALS-332,332,Achenheim,Tuileries Schaeffer,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.624216,48.579162,1040907.5070831531,6840979.295744063,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,"Beck 1980, Roscio 2018",-,nan,,-
PROTO-ALS-334,334,Achenheim,Grube Eugen,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2,7.624216,48.579162,1040907.5070831531,6840979.295744063,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,"Forrer 1914, Roscio 2018",-,nan,,-
PROTO-ALS-336,336,Achenheim,Oberschaeffolsheim/Wolfisheim,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2,7.63926,48.58277,1041991.7579505034,6841444.756069191,,MEDIUM,BdD_Proto_Alsace_xlsx,"Piningre 1988, Nicolas T. 2007, Francisco et al. 2011, Tremblay Cormier 2013",vase de stockage,-,,-
PROTO-ALS-339,339,Bernolsheim-Mommenheim,PDA,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2-B1,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,"Fleischer F., Leprovost C. à paraître",crémation,-,,"5569, 5645, 6111, 5985"
PROTO-ALS-340,340,Bernolsheim-Mommenheim,PDA,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,"Fleischer F., Leprovost C. à paraître","inhumation, crémation",-,,"5569, 5645, 6111, 5985"
PROTO-ALS-349,349,Bergbieten,"Pferchelmatten, en limite du Dorfgraben",habitat,HABITAT,HALLSTATT,Ha C,âge du Bronze,Ha B2/B3/Ha C,7.455194,48.574889,1028487.0925044748,6839788.625870531,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Boisseau 2015,vase de stockage,-,,5836
PROTO-ALS-353,353,Bernolsheim-Mommenheim,PDA,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,,,,,fouille,LOW,BdD_Proto_Alsace_xlsx,"Fleischer F., Leprovost C. à paraître","Fosse, concentration de mobilier, dépôt",-,,"5569, 5645, 6111, 5985"
PROTO-ALS-358,358,"Scherwiller, Châtenois",PAEI du Giessen,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.42742,48.274461,1028312.8590693835,6806331.794414984,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Werlé 2006,"fosse, paléosol",-,,4685
PROTO-ALS-360,360,Schweighouse-sur-Moder,Sablière Quirin,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.749563,48.82906,1048467.1945114278,6869261.262706576,signalement,LOW,BdD_Proto_Alsace_xlsx,"Forrer 1937, Unz 1973",-,plusieurs tombes à incinération,,-
PROTO-ALS-362,362,Sermersheim,Grubeck,habitat,HABITAT,,,Bronze final,Bze D,7.5389566,48.35583,1036055.2181216497,6815830.279280178,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Hamm 1997,Fosse-silo,"2 fosses-silo, 400m2",,674640008
PROTO-ALS-363,363,Rosheim,Roetter Brunnen,habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C/D,7.464161,48.492117,1029667.45794808,6830639.358344981,,MEDIUM,BdD_Proto_Alsace_xlsx,-,fosse,-,,-
PROTO-ALS-364,364,Rosheim,ZAC du Fehrel,habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C/D,7.493742,48.508242,1031747.6372469894,6832552.845766151,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Koziol 2015,"fosse, fosse-silo",-,,6273
PROTO-ALS-368,368,Roeschwoog,Dammbockel,mobilier,DEPOT,HALLSTATT,,Bronze final,Ha B1,8.031733,48.823857,1069179.1168327462,6869966.084160395,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Koziol 2010,"point mobilier, habitat",découvert dans une Gravière,,-
PROTO-ALS-371,371,Strasbourg,"4, Haute Montée",mobilier,DEPOT,,,Bronze final,Bze D,7.745717,48.584291,1049819.934261553,6842079.895113343,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Forrer 1925-26,"point mobilier, habitat",-,,-
PROTO-ALS-372,372,Strasbourg,"3, rue du 22 nov",mobilier,DEPOT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.741547,48.582894,1049522.241776014,6841906.406093842,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Forrer 1925-26,"point mobilier, habitat",-,,-
PROTO-ALS-373,373,Strasbourg,Rue des étudiants,mobilier,DEPOT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.748412,48.584054,1050019.934146347,6842065.538463162,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Forrer 1925-26,"point mobilier, habitat",-,,-
PROTO-ALS-374,374,Strasbourg,Banque de France,mobilier,DEPOT,,,Bronze final,Bze D,7.7492,48.584821,1050072.8247033434,6842154.144248547,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Forrer 1925-26,"point mobilier, habitat",-,,-
PROTO-ALS-383,383,Strasbourg,Koenigshoffen/Lot. Chemin du cuivre,habitat,HABITAT,HALLSTATT,,Bronze final,Ha B1,7.709283,48.583549,1047142.3971483578,6841836.763110089,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Michler M. 2007,fosse,"4 fosses,
Fouille SU Baudoux, Kohl Pierrez",,-
PROTO-ALS-385,385,Strasbourg,"18, rue du 22 nov",mobilier,DEPOT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.742465,48.582825,1049590.291015624,6841902.813128932,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Forrer 1925-26,"point mobilier, habitat",-,,-
PROTO-ALS-387,387,Oberschaeffolsheim,Lotissement RD 45,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.64465,48.583806,1042381.863262492,6841583.085930083,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Griselin 2016,fosse,-,,6464
PROTO-ALS-391,391,Pfulgriesheim,"Hammeracker - A355, COS site 4.5",habitat,HABITAT,,,Bronze moyen,Bze C/D1,7.655263,48.648457,1042739.809109638,6848804.047821603,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Perrin 2020,"fosse, concentration de mobilier",-,,16901
PROTO-ALS-393,393,Reichshoffen,Kapellenfeld/ 13 rue des cigognes,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2,7.670655,48.93048,1042017.9752218013,6880173.838104434,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,"Thévenin 1970, 1972",crémation,-,,673880032
PROTO-ALS-395,395,Obernai,Lotissement le Parc des Roselières,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.503011,48.461695,1032726.0830943985,6827426.063607584,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Logel 2006,"fosse, fosse polylobée, concentration de mobilier, puits",-,,4776
PROTO-ALS-396,396,Obernai,Kuttergaessel,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.503907,48.457666,1032817.747657931,6826982.712042943,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Ferrier 2010,fosse,-,,5344
PROTO-ALS-398,398,Obernai,Lotissement le Parc des Roselières,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.503011,48.461695,1032726.0830943985,6827426.063607584,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Logel 2006,inhumation,-,,4776
PROTO-ALS-400,400,Obernai,avenue Gail,mobilier,DEPOT,HALLSTATT,,Bronze final,Ha A1,7.503011,48.461695,1032726.0830943985,6827426.063607584,signalement,MEDIUM,BdD_Proto_Alsace_xlsx,Logel 2006,"point mobilier, habitat",-,,-
PROTO-ALS-401,401,Oberschaeffolsheim,Lotissement la Chapelle,habitat,HABITAT,,,Bronze ancien/Bronze moyen,Bze C/D,7.64598,48.588337,1042450.17152235,6842091.689721353,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,"Lasserre, 1999, p. 21 et fig. 1, Lasserre et Adam, 2007, Jeunesse, Denaire, 2010",puits,"1 bassin d'accès à l'eau ?
3,4ha sondé",,673500005
PROTO-ALS-408,408,Rosheim,Rittergass/Boerschweg,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.456683032,48.49097121,1029122.9999962983,6830480.999898355,fouille,LOW,BdD_Proto_Alsace_xlsx,Michler 2014,fosse,8 st.,,5631
PROTO-ALS-414,414,Reichstett-Mundolsheim-Souffelweyersheim,Rue Ampère,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.7285137,48.64165,1048171.7224901582,6848369.084813111,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Treffort et Le Meur, 2000, Michler 2007, Lasserre 2007",fosse,20 st.,,673090024
PROTO-ALS-415,415,Roeschwoog,-,mobilier,DEPOT,HALLSTATT,,Bronze final,Ha B1,,,,,signalement,LOW,BdD_Proto_Alsace_xlsx,Frey 1928-29,"point mobilier, habitat",-,,-
PROTO-ALS-419,419,Meistratzheim,Station d'épuration,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.55526,48.462501,1036577.3206512376,6827736.946896358,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Murer A. et al, 2010",fosse,-,,672860011
PROTO-ALS-422,422,Meistratzheim,Foegel,habitat,HABITAT,,,Bronze moyen,Bze C/D,7.55024145,48.45184485,1036275.1430154378,6826533.0187547365,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Véber C., 2008",-,21 st.,,672860009
PROTO-ALS-428,428,Marckolsheim,Schlettstadterweg,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.542446,48.173595,1037477.7809590371,6795624.684135501,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Goepfert 2016,"fosse, puits, fosse à galets chauffés",-,,672810016
PROTO-ALS-431,431,Marlenheim,Im gewinkel,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.525891,48.611456,1033461.1325056101,6844143.531905874,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,"Haegel B., Kill R. 1985, Haegel B., Kill R. 1989, Pascutto 2007","Fosse, four","15 st., 1 four, 300m2 fouillé",,672820004
PROTO-ALS-434,434,Marlenheim,"La Peupleraie, tranche 4",habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.50255,48.627591,1031641.0428079849,6845836.065125146,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Abert 2015,"Foyé, niveau de sol, fosse-silo, Vase de stockage",lambeau de sol d'ahabitation ? Cf Fouille Antea. Lot de peson en place,,6456
PROTO-ALS-435,435,Niedernai,Lotissement les Acacias,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A1,7.51900604,48.44512754,1034012.0000613857,6825654.9993487215,fouille,LOW,BdD_Proto_Alsace_xlsx,Thomas 2014,"fosse, paléosol",-,,5990
PROTO-ALS-441,441,Obernai,"Schulbach, Nouvel hôpital",habitat,HABITAT,HALLSTATT,,Bronze final,Ha B1,7.488695,48.456218,1031704.0096523846,6826758.006850978,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Ferrier 2013,Fosse,-,,5553
PROTO-ALS-450,450,Mussig,"Mittelweide, lotissement communal de l'Illwald",habitat,HABITAT,HALLSTATT,,Bronze final,Ha B1,7.511573,48.22684,1034848.6830886069,6801401.010600783,prospection,MEDIUM,BdD_Proto_Alsace_xlsx,Thomas 2010,fosse,1 fosse,,5188
PROTO-ALS-451,451,Holtzheim,Almatt ? ZA,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.6526265,48.561584,1043114.6487329653,6839151.613384424,fouille,LOW,BdD_Proto_Alsace_xlsx,-,fosse,3 fosses,,672120014
PROTO-ALS-455,455,Holtzheim,Parc Joffre II,habitat,HABITAT,HALLSTATT,,Bronze final,Bze D-Ha A1,7.658301,48.561083,1043535.9213687999,6839120.687968021,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin à paraitre,fosse dépôt céramique,1 fosse,,16555
PROTO-ALS-458,458,Holtzheim,Parc Joffre II,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.658301,48.561083,1043535.9213687999,6839120.687968021,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin à paraitre,fosse,1 fosse,,16555
PROTO-ALS-469,469,Lingolsheim,Sablières Modernes,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2-B1,7.6732826,48.54624,1044737.0802240002,6837538.819543247,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,-,inhumation,-,,672670012
PROTO-ALS-470,470,Lingolsheim,Sablières Modernes,habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.6732826,48.54624,1044737.0802240002,6837538.819543247,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,-,fosse,-,,672670012
PROTO-ALS-472,472,Lingolsheim,Ancienne Sablière Lienhardt,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2,7.681744,48.554457,1045306.3994359253,6838487.639956446,,MEDIUM,BdD_Proto_Alsace_xlsx,Forrer 1937,crémation,Nécropole à incinérations,,-
PROTO-ALS-473,473,Marckolsheim,Schlettstadterweg,habitat,HABITAT,,,Bronze moyen/Bronze final,Bze C/D,7.542446,48.173595,1037477.7809590371,6795624.684135501,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Goepfert 2016,"puits, trou de poteau",-,,672810016
PROTO-ALS-477,477,Ingwiller,-,mobilier,DEPOT,,,Bronze final,Bze D,,,,,signalement,LOW,BdD_Proto_Alsace_xlsx,Faudel-Bleicher 1883-85,"point mobilier, habitat",2 MCU,,-
PROTO-ALS-489,489,Habsheim,-,mobilier,DEPOT,HALLSTATT,,Bronze final,Bze D-Ha A1,,,,,signalement,LOW,BdD_Proto_Alsace_xlsx,Zumstein 1964-65,"point mobilier, habitat",-,,-
PROTO-ALS-492,492,Ensisheim,"Reguisheimerfeld, RD 201 tr. 2",habitat,HABITAT,HALLSTATT,,Bronze final,Ha A2-B1,7.355859,47.875778,1025454.4933618142,6761799.314326551,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Pierrevelcin 2016,Fosse-silo,-,,5943
PROTO-ALS-499,499,Habsheim,"Lotissement Lobedia II, Landsererweg",funéraire,NECROPOLE,HALLSTATT,,Bronze final,Bze D-Ha A1,7.417525,47.719978,1031025.1236046755,6744771.6226531,fouille,MEDIUM,BdD_Proto_Alsace_xlsx,Zehner 2003,crémation,-,,-
PROTO-ALS-508,508,Habsheim,-,funéraire,NECROPOLE,HALLSTATT,,Bronze final,Ha A2,,,,,,LOW,BdD_Proto_Alsace_xlsx,Dabek 2017,inhumation,-,,-
